Input_File,iRC1080-Chapman2.xml
23DHMPth,-0.005180693296613595
2PGLYCth,0.0
2PGth,0.0
3C3HMPth,0.0
3MOBth,-0.012701054533633337
3PG_LPAREN_pi_RPAREN_thr,-0.8548111453317784
4ABUTth,0.0
4ABUTthi,0.0
5MTAth,0.0
6PGLthr,0.024283192185114977
ACCOAth,-0.48074874131888645
ACSERthi,0.0
ACth,-0.008507791558955091
AIRth,0.0
AKG_LPAREN_na_RPAREN_th,0.0
AKGMALth,0.10069502925593282
ALABth,0.0
AMETAMth,0.0
AMETt2h,-0.003028164685917155
AMPth,-9.98441780641901e-16
ASPNA1th,0.0
ASPSAth,-0.004177978465010968
ASPth,-0.15450714732150897
ATP_LPAREN_3h_RPAREN_th,0.0
CMPth,-0.013274510693945682
CO2th,1.4977187550290374
COAth,0.028238957290649593
CTPth,0.013274510693945682
CYSth,-0.0016711913860043873
DHAP_LPAREN_pi_RPAREN_thr,0.0
DMPPth,0.0
ETOHth,0.0
F6P_LPAREN_pi_RPAREN_thi,0.2748843162685423
F6PBth,0.0
FA160h,-0.021203274575266412
FA1619Zh,0.0
FA180h,0.0026400618429263823
FA18111Zh,0.007321094486805043
FA1819Zh,-0.009506771204279018
FADH2th,0.0
FADth,0.0
FE2th,0.0
FE3abch,0.0
FORthi,0.028239098961039304
FRDPth,0.0
G1P_LPAREN_pi_RPAREN_th,0.0
G3P_LPAREN_pi_RPAREN_thr,0.0
G6PA_LPAREN_pi_RPAREN_th,0.0
G6PB_LPAREN_pi_RPAREN_th,0.0
GALth,-0.09514382244297784
GLNth,-0.07646971176859245
GLU4ABUTthi,0.0
GLUNA1th,0.0
GLUth,0.0
GLYC3Pth,0.0
GLYCLTth,0.0
GLYCth,0.0
GLYNA1th,0.0381325519662442
GLYth,0.0
GRDPth,0.0
H2Oth,0.0
H2th,0.0
HCO3_LPAREN_h_RPAREN_thi,7.493138090988362
HCYSth,-0.001738039041444556
HGENTISth,0.0
HISth,0.0
ILEth,0.0
IMPth,0.0
IPDPth,0.0
LEUth,0.0
LNLCth,0.0
MAL_LPAREN_na_RPAREN_th,-3.286154532463192
MALGLUth,0.0
MALOAAth,0.0
MANth,-0.005220833333333333
METHFth,0.0
MG2th,0.003028164685917155
NA1ATPaseh,0.0
NA1Hth,3.9080891501142725
NA1th,0.0
NADHth,-1.19522447494802e-15
NADPHth,0.0
NADPth,-3.5561831257524545e-16
NADth,0.0
NH4th,0.34109986548878896
NO2th,0.07701541354354902
O2thr,0.05569871148130199
PAPSPAPthr,0.0
PEPPIth,0.0
PHEMEth,0.0
PHEth,0.0
PINA1th,0.0
PMTCOAth,1.4167039278634776e-07
PPAth,0.0
PPCOAth,-0.028239098961039273
PPHNth,-0.0054647958322343445
PPIth,0.0
PTRCthr,0.0
PYRth,4.175387182287015
R5Pth,-0.04971497364429211
RIBFLVth,0.0
SERNA1th,0.0
SERth,-0.05942250914477294
SO3t,0.005374883484422358
SQDG18111Z160th,0.0003232164669267701
SQDG1819Z160th,0.0009714634106591986
SUCFUMthr,0.0
THRNA1th,0.0
THRth,-0.004712759708532374
TRPth,-0.0002172548801805701
TSULth,0.0
TYRth,-0.0002172548801805701
UDPGALth,0.10418547077053979
UDPGth,0.0019656530569734146
UDPth,-0.1041854707705398
UMPth,0.10418547077053979
VALth,0.012701054533633337
5FLURAt,0.0
5FTHFt,0.0
6MPURt,0.0
ACt,0.0
ADEt,0.0
ADtr,0.0
ALLTNt,0.0
ALLTTt,0.0
ARG_DASH_Lt,0.0
CITALt,0.0
CO2t,5.426602985408842
D_DASH_LACti,0.0
ETOHti,0.0
FE2GTPabc,0.0
FE3t,0.0
FEROt,0.0
FORti,0.0
GLNt,0.0
GLYCLTt,0.0
GUAt,0.0
H2Ot,4.021566671911049
H2ti,0.0
HATPase,0.0
HCO3_LPAREN_h_RPAREN_ti,0.0
HISt,0.0
HXANt,0.0
LEUt,0.0
LIDOt,0.0
MEGLYXYLt,0.0
MG2t,0.003028164685917155
NH4t,0.45266867412304995
NO2t,0.0
NO3t,0.07701541354354902
O2t,1.49382449720279
ORNt,0.0
PAIL18111Z160t,0.0
PAIL1819Z160t,0.0
PE1801819Zt,0.0
PE1801829Z12Zt,0.0
PE1801835Z9Z12Zt,0.0
PE1801845Z9Z12Z15Zt,0.0
PE18111Z1819Zt,0.0
PE18111Z1829Z12Zt,0.0
PE18111Z1835Z9Z12Zt,0.0
PE18111Z1845Z9Z12Z15Zt,0.0
PE1819Z1819Zt,0.0
PE1819Z1829Z12Zt,0.0
PE1819Z1835Z9Z12Zt,0.0
PE1819Z1845Z9Z12Z15Zt,0.0
PE1829Z12Z1835Z9Z12Zt,0.0
PG18111Z160t,0.0
PG1819Z160t,0.0
PGP18111Z160t,0.0
PGP1819Z160t,0.0
PIt,0.14062052312504525
RIBt,0.0
SELTt,0.0
SO4NA1t,1.0455005219734685
SO4t,-1.0401256384890463
SUCCt,0.0
TEGAt,0.0
TGUAt,0.0
TSULt,0.0
URATEt,0.0
UREAt,0.0
ACCOAts,0.0
ACts,0.0
COAts,-1.4167039278634776e-07
H2Ots,0.0
HDCAts,-1.4167039278634776e-07
Hts,1.4167039278634776e-07
NADHts,0.0
NADPHts,0.0
NADPts,0.0
NADts,0.0
PMTCOAts,1.4167039278634776e-07
RETINALts,1.4167039278634776e-07
NADPHtf,3.5388358909926865e-16
NADPtf,0.0
OAAtf,0.0
FDPtf,0.0
H2Otf,0.0
PItf,0.0
PYRtf,0.0
2PGLYCtx,0.0
3PGtx,0.0
ACCOAtx,0.0
ASNtx,0.0
ASPtx,0.0
CITx,0.0
CO2tx,0.0
COA_LPAREN_h_RPAREN_tx,0.0
FA160COAabcp,0.0
FA40COAabcp,0.0
FORtxi,0.0
GLXtx,0.0
H2Otx,0.0
NADH_LPAREN_h_RPAREN_tx,0.0
NADtx,0.0
NH4tx,0.0
O2tx,0.0
PItx,0.0
10FTHFtx,0.0
ACACtx,0.0
ACALDtx,-1.2212453270876722e-15
ALANA1tx,2.4424906541753444e-15
ALAtx,-2.4424906541753444e-15
ETOHtx,1.2212453270876722e-15
FADH2tx,0.0
FADtx,0.0
GLYCLTtx,0.0
GLYtx,0.0
H2O2tx,0.0
METHFtx,0.0
NADPHtx,0.0
NADPtx,0.0
4HPROtg,0.0
AHCYStg,0.0
AMETtg,0.0
Htg,0.0
UDPARAtg,0.0
UDPGALtg,0.0
UDPtg,0.0
1ACPCtm,0.0
23DHMBtm,0.0
2DHPtm,0.0
2PGtm,0.0
34HPPt2m,0.0
3MOPtm,0.0
4ABUTtm,0.0
4ABUTtmi,0.0
4MOPtm,0.0
5FTHFtm,0.0
5MTAtm,0.0
ACACtm,0.0
ACCOAtm,0.3514066252314057
ACSERtmi,0.0
ACtm,0.0
ADNtm,-1.1711551867188419e-15
AKG_LPAREN_na_RPAREN_tm,0.0
AKGCITtm,0.0
AKGICITtm,0.0
ALABtm,0.0
ALANA1tm,0.0
ALAtm,0.021474809310154788
ALLTNtm,0.0
ALLTTtm,0.0
AMETAMtm,0.0
AMETt2m,0.010382136043639882
ARG_DASH_Ltm,0.01278461410293356
ASNNA1tm,0.0
ASNtm,0.0
ASPNA1tm,0.02305247858204291
ASPtm,0.0
ATP_LPAREN_3h_RPAREN_tm,0.0
CITICITtm,0.0
CITRLtm,-0.01278461410293356
CO2tm,0.04738600054804468
COAtm,-0.00410144609449966
DATPtm,0.0002975400480454539
DCTPtm,0.0005289600854141409
DGTPtm,0.0
DHORStm,-0.023052478582042745
DICtm,-0.045874024015951864
D_DASH_LACtm,0.0
DTTPtm,0.0002975400480454539
ETOHtm,-1.2212453270876722e-15
FA40COAtm,0.049995815196691155
FADH2tm,0.0
FADtm,0.0
FORtmi,0.017731919805736688
FRDPtm,0.0
GLNtm,0.0
GLU4ABUTtmi,0.0
GLUNA1tm,0.0
GLUtm,0.0
GLYCLTtm,0.0
GLYNA1tm,-0.06675587184695261
GLYtm,-0.00997123859117785
GMPtm,0.0
H2O2tm,0.023052478582042204
H2Otm,-3.3307270389243753
H2tm,0.0
HCO3_LPAREN_h_RPAREN_tmi,0.0
HCYStm,0.0
HMGCOAtm,0.0
ILEtm,0.0
LEUtm,0.0
MAL_LPAREN_na_RPAREN_tm,0.0
MALAKGtm,-1.6653345369377348e-16
MALCITtm,0.0
MALICITtm,0.06916365385699486
MALOAAtm,-3.363559931878082
METHFtm,0.0
METtm,0.0
MLTHFtm,-0.0002975400480454539
NA1ATPasem,0.0
NA1Htm,0.0
NA1tm,0.0
NADHtm,0.0
NADtm,2.1094237467877974e-15
NH4tm,0.06886080985820084
O2tmr,1.3724203311328587
OAAAKGtm,0.0
OAACITtm,0.0
OAAICITtm,0.0
ORNtm,0.01278461410293356
PHEMEtm,0.0
PIcm,0.0
PINA1tm,0.0
PItm,0.23487787843978788
PMTCOAtm,0.049995815196691155
PNTORtm,0.0
PPAtm,-0.0041014460944996944
PPCOAtm,0.0041014460944996944
PRONA1tm,0.0
PROtm,0.0
PTRCtmi,0.0
PYRtm,0.039206729115893374
SELTtm,0.0
SERNA1tm,0.04370339326490791
SERtm,0.0
SO4NA1tm,0.0
SPMDtmi,0.0
SPMDtmr,0.0
SUCFUMtmr,-0.045874024015951864
THFtm,0.00029754004804545195
THRNA1tm,0.0
THRtm,0.0
TSULtm,0.0
TYRtm,0.0
UDPtm,0.23375383825828405
URATEtm,0.0
UREAtm,0.0
UTPtm,-0.23375383825828405
VALtm,-0.021474809310156367
2DHPtn,0.0
AHCYStn,0.0
AMETtn,0.0
AMPtn,0.0
APStn,2.914335439641036e-16
GMPtn,0.0
H2O2tn,0.0
H2Otn,2.914335439641036e-16
NADtn,2.914335439641036e-16
NH4tn,0.0
O2tnr,0.0
PItn,0.0
SO4tn,-2.914335439641036e-16
UDPGtni,0.0
UDPtn,0.0
ACAROtu,2.0511310289905526e-06
CAROtu,7.083519639317388e-08
CHLAtu,0.0
CHLDA1tu,0.0
CHLDA2tu,0.0010705888001750826
CHLDBtu,0.0019575758857420726
GCAROtu,2.9856003428534327e-06
GGDPtu,0.0
GTHOXtu,0.0
GTHRDtu,0.0
H2Othu,3.417109043217598
Htu,42.919921785205844
MG2tu,0.0
NADPHtu,7.610775660201789e-06
NADPtu,-7.610775660201789e-06
O2trhu,8.636341174697065e-06
PDPtu,0.003028164685917155
PPItu,-0.0030281646859171554
AAT,0.021474809310154788
ALATL,0.0
ASNTL,0.0
ASPO,0.0
ASPOm,0.0
ASPTL,0.0
AGAT,0.0
AGATx,0.0
ASPATh,-0.16042316482790553
ASPS,0.01609278016802762
ASPSE,0.0
AAPT,0.0
ACGAM6PSi,0.013200826191045404
ACGAMPM,0.013200826191045404
G6PDA,-0.013200826191045404
GF6PTA,0.0
UA4E,0.07154817037111459
UAD,0.07154817037111459
UDPACGLP,0.013200826191045404
UDPGALOR,0.0
UMPU,0.0
AAAT,0.0
AABHH,0.0
AGGPR,0.01278461410293356
AGK,0.01278461410293356
AODAA,0.0
AOTA,0.01278461410293356
AOTAm,0.0
ARGDI,0.0
ARGT,0.0
G5DH,0.0070858514766585995
G5DHm,0.0
G5DHx,0.0
GACT,0.01278461410293356
GSC,0.0070858514766585995
NOS,0.0
NOS1,0.0
NOS2,0.0
ORNTArm,0.0
P5CR,0.0070858514766585995
P5CRm,0.0
PROTL,0.0
ARGSL,0.01278461410293356
ARGSS,0.01278461410293356
GLU5K,0.0070858514766585995
OCT,0.0
OCTh,0.0
OCTm,0.01278461410293356
ASCBOR,1.0255655144952767e-06
GTHDHu,0.0
UDPGLCURH,0.0
APOR,0.0
ASAPT,0.0
BADP,0.0
HIDP,0.0
PAO,0.0
PBAL,0.0
PPCOAOm,0.0
SPDH,0.0
BUPN,0.0
DHDH,0.0
DHPD,0.0
44MZYMMO,0.0
44MZYMOR,0.0
4MZYMCODH,0.0
4MZYMDM,0.0
4MZYMR,0.0
CADMO,0.0
CADS,0.0
CAS,0.0
CHLSTD78I,0.0
CHLSTI,0.0
CHLSTR,0.0
CMK,0.012157270765230722
CMS,0.012157270765230722
CYARTMT,0.0
CYEUOLCYCI,0.0
CYEUOLS,0.0
DDSMSTOLD,0.0
DDSMSTOLR,0.0
DSMSTOLD,0.0
DSMSTOLR,0.0
DXRI,0.012157270765230722
DXS,0.012157270765230722
FPPS,0.0
FPPSh,0.0030393176913076805
GGDR,0.003028164685917155
GGPS,0.0030393176913076805
GPPS,0.0
GPPSh,0.0030393176913076805
HDS,0.012157270765230722
HPT,0.0
IDI,0.0
IDIh,0.0
IDS1,0.009117953073923041
IDS2,0.0030393176913076805
LNS14DM,0.0
LS,0.0
LTHSTRLOR,0.0
MCS,0.012157270765230722
MERGTROLR,0.0
MPQMT,0.0
OBFOOLOR,0.0
PSPPS,0.0
SMO,0.0
SS,0.0
TCYD,0.0
TCYG,0.0
TMTB,0.0
TMTD,0.0
TMTG,0.0
VITD3S,0.0
ZYMSTR,0.0
3OACOAR,0.0241376528665384
3OACOAS,0.0241376528665384
COA1819ZD9DS,0.02413765286653838
ECOAH8,0.0241376528665384
ECOAR,0.0241376528665384
FACOAE160,0.021203274575266412
FACOAE180,0.0
FACOAE1819Z,0.009506771204279018
FACOAE1829Z12Z,0.0
FACOAE1836Z9Z12Z,0.0
FACOAE1839Z12Z15Z,0.0
LNLCCOAOR,0.0
APLh,0.0
APLm,0.0
BCACT,0.0034486049694198388
BCOR,-0.05344442016611099
BNOR,0.0
BNORh,0.0
BTS,0.0
BTS_LPAREN_nadph_RPAREN_,0.0
HBCHL,0.05344442016611099
HBCHLm,0.0
HBCHLR,0.0
HBCO,0.0017064301146151421
HBCO_LPAREN_nadp_RPAREN_,0.05515085028072614
HBCO_LPAREN_nadp_RPAREN_m,0.0
HBCOm,0.0
HBNOm,0.0
HBNOx,0.0
SSNOh,0.0
SSNOm,0.0
ALAAT,-0.04760772017127811
FBA3hi,4.589381395022566
GAPDH_LPAREN_nadp_RPAREN_hi,10.82737877499298
HCO3Ehi,7.482642995870272
HCO3E,-3.214771516295526
HCO3Em,-0.0358370926849761
MDH_LPAREN_nadp_RPAREN_hi,0.0
MDHCm,0.0
PPC,0.8548111453317784
PPDKh,0.011798611185190969
PRUK,6.041692953555377
RBPCh,6.041692953555377
SBP,4.589381395022566
ASPATm,1.6653345369377348e-16
MDHC_LPAREN_nadp_RPAREN_hr,-3.5472727265470234
ANXANASCOR,-1.0795426468371334e-06
ANXANOR,0.0
BCAROH,1.4034054408882733e-06
BCAROKT,0.0
BCRPTXANH,1.4034054408882733e-06
CHYA1,2.0511310289905526e-06
CHYA2,0.0
CXHY,0.0
LCYA,2.5909023524091196e-06
LCYB,2.9856003428534327e-06
LCYD,2.5909023524091196e-06
LCYE,0.0
LCYG,2.9856003428534327e-06
LUTH,7.017027204441364e-07
NEOXANS,5.937484557604234e-07
NOR,5.576502695262552e-06
PDS1,5.576502695262552e-06
PDS2,5.576502695262552e-06
PSY,5.576502695262552e-06
VIOXANOR,-9.715883821534198e-07
ZAXANOR,0.0
ZDS,5.576502695262552e-06
ZHY,2.0511310289905526e-06
ETF,0.0
ETFQO,0.0
3SPYRSPh,0.0
3SPYRSPm,0.0
ACSERSULL,0.0
ACSERSULLh,0.0
ACSERSULLm,0.0
CYSTAm,0.0
SHSL1h,0.0
SHSL2h,0.0
SHSL4h,0.0
AATC,0.0
AATCm,0.0
AATG,0.0
AATGm,0.0
CTINBL,0.0
CYSATm,0.0
CYSAT,0.0
CYSDO,0.0
CYSS,0.0
CYSS_LPAREN_trdrd_RPAREN_,0.0
CYSTBL,0.003409230427448943
CYSTL,0.0
SAT,0.0
SATm,0.0
CITALALDOR,0.0
CITALDM,0.0
CITALMO,0.0
CITALOR,0.0
DDMCITALOR,0.0
DMCITALDM,0.0
DMCITALOR,0.0
LIDOAMH,0.0
LIDODM,0.0
LIDOMO,0.0
MEGLYXYLAMH,0.0
56DH5FLURAAMH,0.0
5FLURAOR,0.0
5FLURAPRT,0.0
6MPURPRT,0.0
6TINS5MPOR,0.0
6TXAN5MPAML,0.0
AFLBURPPAAMH,0.0
CYTP450R,0.0
TEGAMO,0.0
TGUAPRT,0.0
3HAD100,0.0
3HAD120,0.0
3HAD140,0.0
3HAD160,0.0
3HAD180,0.0026400618429263823
3HAD181,0.007855033275163447
3HAD40,0.0
3HAD60,0.0
3HAD80,0.0
3OAR100,0.0
3OAR120,0.0
3OAR140,0.0
3OAR160,0.0
3OAR180,0.0026400618429263823
3OAR181,0.007855033275163447
3OAR40,0.0
3OAR60,0.0
3OAR80,0.0
3OAS100,0.0
3OAS120,0.0
3OAS140,0.0
3OAS160,0.0
3OAS180,0.0026400618429263823
3OAS181,0.007855033275163447
3OAS60,0.0
3OAS80,0.0
ACCOAC,0.0
ACOATA,0.0
ACP1619ZD9DS,0.007964400518390941
ACP1819ZD9DS,0.0
BTNC,0.0
EAR100x,0.0
EAR100y,0.0
EAR120x,0.0
EAR120y,0.0
EAR140x,0.0
EAR140y,0.0
EAR160x,0.0
EAR160y,0.0
EAR180x,0.0026400618429263823
EAR181x,0.007855033275163448
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR60x,0.0
EAR60y,0.0
EAR80x,0.0
EAR80y,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA180ACPHi,0.0026400618429263823
FA1819ZACPH,0.0
FA181ACPHi,0.007321094486805043
FA80ACPHi,0.0
KAS14,0.0
MCOATA,0.010495095118089829
ACACT2m,0.049995815196691155
ACACT3m,0.049995815196691155
ACACT4m,0.049995815196691155
ACACT5m,0.049995815196691155
ACACT6m,0.049995815196691155
ACACT7m,0.049995815196691155
ACOAR2m,0.049995815196691155
ACOAR3m,0.049995815196691155
ACOAR4m,0.049995815196691155
ACOAR5m,0.049995815196691155
ACOAR6m,0.049995815196691155
ACOAR7m,0.049995815196691155
ECOAH2m,0.049995815196691155
ECOAH3m,0.049995815196691155
ECOAH4m,0.049995815196691155
ECOAH5m,0.049995815196691155
ECOAH6m,0.049995815196691155
ECOAH7m,0.049995815196691155
HACD2m,0.049995815196691155
HACD3m,0.049995815196691155
HACD4m,0.049995815196691155
HACD5m,0.049995815196691155
HACD6m,0.049995815196691155
HACD7m,0.049995815196691155
AACP1819ZS,0.009506771204279018
AACPS1,0.0
AACPS3,0.0212034162456592
AACPS4,0.0
AACPS5,0.0
AACPS6,0.0
ACACT1,0.0
ACACT2,0.0
ACACT3,0.0
ACACT4,0.0
ACACT5,0.0
ACACT6,0.0
ACACT7,0.0
ACOA100OR,0.0
ACOA120OR,0.0
ACOA140OR,0.0
ACOA160OR,0.0
ACOA40OR,0.0
ACOA60OR,0.0
ACOA80OR,0.0
CACOAL,0.0018611495070215709
CYTP450Rh,0.0
ECOAH1,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
FACOAL160,0.0
FAH120,0.0
FAH140,0.0
FAH160,0.0
FAH1819Z,0.0
FAH1829Z12Z,0.0
HACD1,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,0.0
HACD7,0.0
LNLCCOAL,0.0
LNLNCACOAL,0.0
LNLNCGCOAL,0.0
PACOAL,0.0018571521528052877
10FTHFGLULL,0.0
10FTHFGLULLm,0.0
ADCL,0.0
ADCS,0.0
AKP1,0.0
DHFOR,0.0
DHFS,0.0
DHNPAr,0.0
DHPS,0.0
DNMPPA,0.0
DNTPPA,0.0
FOLD3,0.0
GTPCI,0.0
HPPK,0.0
THFGLUH,0.0
THFGLUS,0.0
THFOR1,0.0
THFOR2,0.0
AF1PT,0.0
AGAKI,0.005220833333333333
AM6PT,0.0
AM6PTh,0.0
BFBP,0.0
BFBPh,0.0
F2PP,0.0
FBPPH,0.0
FPGPL,0.0
GAMPG,0.059403717859704344
MAKI,-0.005220833333333333
MPAKI,-0.059403717859704344
MPPM,0.059403717859704344
PFK26,0.0
SBTRh,0.0
AGMIS,0.0
EMGH,0.0
GALK,0.0
GALKh,0.0
GALO,0.0
GGGH,0.0
GRGT,0.0
IAGT,0.0
LCGH,0.0
MGHA,0.0
MGHB,0.0
MLGH,0.0
MTGH,0.0
OAGMIG,0.0
RFH,0.0
RGH,0.0
SFH,0.0
SGHA,0.0
SGHB,0.0
SYGH,0.0
UG4E,0.10418547077053979
ARGD,0.0
ARGDh,0.0
GAL,0.0
GAM,0.0
GDR,0.0
GDR_LPAREN_nadp_RPAREN_,0.005374883484422358
GDR_LPAREN_nadp_RPAREN_h,0.0
GDR_LPAREN_nadp_RPAREN_m,0.0
GDRh,0.012157270765230722
GDRm,0.0
GLNTL,0.0
GLUS_LPAREN_ferr_RPAREN_,0.2486343944303793
GLUTL,0.0
PRDPARh,0.0
GDHm,0.0
GCL,0.0
GTHS,0.0
GALh,0.32510410619897173
GALm,0.035837092684976306
GLUS,0.0
GDH,0.0
GDH_LPAREN_nadp_RPAREN_,0.0
GTHAMPOR,-0.005374883484422358
GTHAMPORh,0.0
GTHAMPORm,0.0
GTHP,0.0
GTHPDSOR,-0.012157270765230722
ACOADAGAT16018111Z160,0.00018136474843365863
ACOADAGAT16018111Z180,0.0001754589878857623
ACOADAGAT16018111Z18111Z,0.0001758714050136429
ACOADAGAT16018111Z1819Z,0.0001758714050136429
ACOADAGAT16018111Z1835Z9Z12Z,0.00017670001724966596
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.00017711622048945295
ACOADAGAT1601819Z160,0.00018136474843365898
ACOADAGAT1601819Z180,0.0001754589878857623
ACOADAGAT1601819Z18111Z,0.0001758714050136429
ACOADAGAT1601819Z1819Z,0.0001758714050136429
ACOADAGAT1601819Z1835Z9Z12Z,0.00017670001724966596
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.00017711622048945295
ACOADAGAT1801819Z160,0.0001754589878857623
ACOADAGAT1801819Z180,0.00016992571532691128
ACOADAGAT1801819Z18111Z,0.00017031250197723177
ACOADAGAT1801819Z1819Z,0.00017031250197723177
ACOADAGAT1801819Z1835Z9Z12Z,0.0001710894451666549
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.0001714796082989267
ACOADAGAT18111Z18111Z160,0.0001758714050136429
ACOADAGAT18111Z18111Z180,0.00017031250197723177
ACOADAGAT18111Z18111Z18111Z,0.0001707010534601369
ACOADAGAT18111Z18111Z1819Z,0.0001707010534601369
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.00017148155385774105
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.0001718735094665265
ACOADAGAT18111Z1819Z160,0.0001758714050136429
ACOADAGAT18111Z1819Z180,0.00017031250197723177
ACOADAGAT18111Z1819Z18111Z,0.0001707010534601369
