Input_File,iRC1080-Chapman2.xml
DM_asnglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_RPAREN_DASH_man_LPAREN_c_RPAREN_,0.019678144990691333
DM_bhb_LPAREN_m_RPAREN_,0.0
DM_bhb_LPAREN_x_RPAREN_,0.0
DM_cat_LPAREN_c_RPAREN_,0.0
DM_ficytb5_LPAREN_c_RPAREN_,0.0
DM_glu5sa_LPAREN_m_RPAREN_,0.0
DM_hcarn_LPAREN_c_RPAREN_,0.0
DM_icit_LPAREN_h_RPAREN_,0.0
DM_leutrna_LPAREN_c_RPAREN_,0.0
DM_na1_LPAREN_c_RPAREN_,0.0
DM_na1_LPAREN_h_RPAREN_,0.0
DM_na1_LPAREN_m_RPAREN_,0.0
DM_na1_LPAREN_x_RPAREN_,4.026193403454896
DM_no_LPAREN_h_RPAREN_,0.37935074713133676
DM_o2D_LPAREN_u_RPAREN_,7.313634152337094
DM_photon298_LPAREN_c_RPAREN_,0.0010202505808692437
DM_photon437_LPAREN_u_RPAREN_,0.0
DM_photon438_LPAREN_u_RPAREN_,0.0
DM_photon450_LPAREN_h_RPAREN_,0.11558852077192949
DM_photon490_LPAREN_s_RPAREN_,0.697233258577883
DM_photon646_LPAREN_h_RPAREN_,88.45237426192125
DM_photon673_LPAREN_u_RPAREN_,6.581657578600058
DM_photon680_LPAREN_u_RPAREN_,0.0
DM_udg_LPAREN_m_RPAREN_,0.0
DM_urdglyc_LPAREN_m_RPAREN_,0.0
1ACPCth,-0.011281318815859587
23DHMBth,0.0
23DHMPth,-0.012279400580065866
2PGLYCth,0.0
2PGth,0.0
3C3HMPth,0.0
3MOBth,-0.03092589775720299
3PG_LPAREN_pi_RPAREN_thr,3.2926693977287
4ABUTth,0.0
4ABUTthi,0.0
5MTAth,0.0
6PGLthr,0.30088472416034123
ACCOAth,0.0
ACSERthi,0.0
ACth,0.0
AIRth,0.0
AKG_LPAREN_na_RPAREN_th,0.0
AKGMALth,0.2828786751726308
ALABth,0.0
AMETAMth,0.0
AMETt2h,-0.009998910805043178
AMPth,-3.5762408659434364e-16
ASPNA1th,0.0
ASPSAth,-0.0068218892111477
ASPth,-2.0516629658401313
ATP_LPAREN_3h_RPAREN_th,0.2824278467843495
CMPth,-0.058517464766403654
CO2th,0.29659248519679515
COAth,0.07365361670211112
CTPth,0.058517464766403654
CYSth,-0.0009095852281530292
DHAP_LPAREN_pi_RPAREN_thr,0.0
DMPPth,-1.734723475976807e-18
ETOHth,0.0
F6P_LPAREN_pi_RPAREN_thi,1.0069365558481915
F6PBth,0.0
FA160h,-0.051059435197974345
FA1619Zh,0.0
FA180h,0.0
FA18111Zh,0.0201371904161843
FA1819Zh,-0.026149049480060672
FADH2th,0.0
FADth,0.0
FE2th,0.0
FE3abch,0.0
FORthi,0.0952598333567653
FRDPth,-2.168404344971009e-19
G1P_LPAREN_pi_RPAREN_th,0.0
G3P_LPAREN_pi_RPAREN_thr,-2.965291524795313e-15
G6PA_LPAREN_pi_RPAREN_th,0.0
G6PB_LPAREN_pi_RPAREN_th,0.0
GALth,-0.26169984186257833
GLNth,-0.2028873887322851
GLU4ABUTthi,0.0
GLUNA1th,0.0
GLUth,0.0
GLYC3Pth,0.0
GLYCLTth,0.0
GLYCth,0.0
GLYNA1th,0.12814062352971778
GLYth,0.0
GRDPth,0.0
H2Oth,0.0
H2th,0.0
HCO3_LPAREN_h_RPAREN_thi,9.705735169608511
HCYSth,-0.0009095852281530295
HGENTISth,0.0
HISth,0.0
ILEth,0.0
IMPth,0.0
IPDPth,0.0
LEUth,0.0
LNLCth,0.0
MAL_LPAREN_na_RPAREN_th,-8.217706754664736
MALGLUth,0.0
MALOAAth,0.0
MANth,-0.005220833333333333
METHFth,0.0
MG2th,0.009998910805043178
NA1ATPaseh,0.0
NA1Hth,7.435449368995341
NA1th,0.6541167621394681
NADHth,1.203870987273592e-14
NADPHth,0.0
NADPth,4.85722573273506e-16
NADth,0.0
NH4th,2.74885314385996
NO2th,0.37935074713133676
O2thr,0.16587745282230928
PAPSPAPthr,0.0
PEPPIth,0.0
PHEMEth,0.0
PHEth,0.0
PINA1th,0.0
PMTCOAth,3.8967447818505363e-07
PPAth,0.0
PPCOAth,-0.07365400637658931
PPHNth,-0.012734193194142415
PPIth,0.0
PTRCthr,0.0
PYRth,11.163920904801717
R5Pth,-0.13241875912532497
RIBFLVth,0.0
SERNA1th,0.0
SERth,-0.35827362453926004
SO3t,0.007225838813307757
SQDG18111Z160th,0.0008890298509166103
SQDG1819Z160th,0.0026720791157740275
SUCFUMthr,0.0
THRNA1th,0.0
THRth,-0.03092589775720296
TRPth,-0.0004547926140765146
TSULth,0.0
TYRth,-0.0004547926140765146
UDPGALth,0.28656953783173217
UDPGth,0.005406668357001698
UDPth,-0.28656953783173217
UMPth,0.28656953783173217
VALth,0.03092589775720296
5FLURAt,0.0
5FTHFt,0.0
6MPURt,0.0
ACt,10.0
ADEt,0.0
ADtr,0.0
ALLTNt,0.0
ALLTTt,0.0
ARG_DASH_Lt,0.0
CITALt,0.0
CO2t,-4.869781688053777
D_DASH_LACti,0.0
ETOHti,8.883121993614346e-14
FE2GTPabc,0.0
FE3t,0.0
FEROt,0.0
FORti,0.0
GLNt,0.0
GLYCLTt,0.0
GUAt,0.0
H2Ot,-6.992096695001985
H2ti,0.0
HATPase,0.0
HCO3_LPAREN_h_RPAREN_ti,0.0
HISt,0.0
HXANt,0.0
LEUt,0.0
LIDOt,0.0
MEGLYXYLt,0.0
MG2t,0.009998910805043178
NH4t,1.2983879132425984
NO2t,0.0
NO3t,0.37935074713133676
O2t,10.000000000000037
ORNt,0.0
PAIL18111Z160t,0.0
PAIL1819Z160t,0.0
PE1801819Zt,0.0
PE1801829Z12Zt,0.0
PE1801835Z9Z12Zt,0.0
PE1801845Z9Z12Z15Zt,0.0
PE18111Z1819Zt,0.0
PE18111Z1829Z12Zt,0.0
PE18111Z1835Z9Z12Zt,0.0
PE18111Z1845Z9Z12Z15Zt,0.0
PE1819Z1819Zt,0.0
PE1819Z1829Z12Zt,0.0
PE1819Z1835Z9Z12Zt,0.0
PE1819Z1845Z9Z12Z15Zt,0.0
PE1829Z12Z1835Z9Z12Zt,0.0
PG18111Z160t,0.0
PG1819Z160t,0.0
PGP18111Z160t,0.0
PGP1819Z160t,0.0
PIt,0.38678673737874203
RIBt,0.0
SELTt,0.0
SO4NA1t,4.026193403454862
SO4t,-4.018967564641554
SUCCt,0.0
TEGAt,0.0
TGUAt,0.0
TSULt,0.0
URATEt,0.0
UREAt,0.0
ACCOAts,0.0
ACts,0.0
COAts,-3.8967447818505363e-07
H2Ots,-1.5015070990645816e-16
HDCAts,-3.8967447818505363e-07
Hts,3.896744785919433e-07
NADHts,0.0
NADPHts,0.0
NADPts,0.0
NADts,0.0
PMTCOAts,3.8967447818505363e-07
RETINALts,3.896744784561987e-07
NADPHtf,1.5480672299617027e-14
NADPtf,0.0
OAAtf,0.0
FDPtf,0.0
H2Otf,0.0
PItf,0.0
PYRtf,0.0
2PGLYCtx,0.0
3PGtx,0.0
ACCOAtx,0.0
ASNtx,0.0
ASPtx,0.0
CITx,0.0
CO2tx,0.0
COA_LPAREN_h_RPAREN_tx,0.0
FA160COAabcp,0.0
FA40COAabcp,0.0
FORtxi,0.0
GLXtx,0.0
H2Otx,0.0
NADH_LPAREN_h_RPAREN_tx,0.0
NADtx,0.0
NH4tx,0.0
O2tx,0.0
PItx,0.0
10FTHFtx,0.0
ACACtx,0.0
ACALDtx,-2.013096701727448
ALANA1tx,4.026193403454896
ALAtx,-4.026193403454896
ETOHtx,2.013096701727448
FADH2tx,0.0
FADtx,0.0
GLYCLTtx,0.0
GLYtx,0.0
H2O2tx,0.0
METHFtx,0.0
NADPHtx,0.0
NADPtx,0.0
4HPROtg,0.0
AHCYStg,0.0
AMETtg,0.0
Htg,0.0
UDPARAtg,0.0
UDPGALtg,0.0
UDPtg,0.0
1ACPCtm,0.011281318815859587
23DHMBtm,0.0
2DHPtm,0.0
2PGtm,-3.1062390490374434
34HPPt2m,0.0
3MOPtm,0.0
4ABUTtm,0.0
4ABUTtmi,0.0
4MOPtm,0.0
5FTHFtm,0.0
5MTAtm,0.0
ACACtm,0.0
ACCOAtm,1.4432301062603654
ACSERtmi,0.0
ACtm,9.97659871499374
ADNtm,1.6306400674181987e-16
AKG_LPAREN_na_RPAREN_tm,0.0
AKGCITtm,0.0
AKGICITtm,0.0
ALABtm,0.0
ALANA1tm,0.0
ALAtm,0.1166182156449897
ALLTNtm,0.0
ALLTTtm,0.0
AMETAMtm,0.0
AMETt2m,0.0254459315505223
ARG_DASH_Ltm,0.05639428414548787
ASNNA1tm,0.0
ASNtm,0.0
ASPNA1tm,0.0
ASPtm,0.0
ATP_LPAREN_3h_RPAREN_tm,0.0
CITICITtm,0.0
CITRLtm,-0.05639428414548787
CO2tm,-2.938132244086544
COAtm,-1.1032841307212493e-15
DATPtm,0.0008184050369423245
DCTPtm,0.0014549422878974677
DGTPtm,0.0
DHORStm,-0.0634074797980362
DICtm,-0.14308324928492566
D_DASH_LACtm,0.0
DTTPtm,0.0008184050369423245
ETOHtm,-2.013096701727537
FA40COAtm,0.1375170409892439
FADH2tm,0.0
FADtm,0.0
FORtmi,0.026860911938255717
FRDPtm,0.0
GLNtm,0.0
GLU4ABUTtmi,0.0
GLUNA1tm,0.0
GLUtm,0.0
GLYCLTtm,0.0
GLYNA1tm,-0.23020547552427448
GLYtm,0.0
GMPtm,0.0
H2O2tm,3.7516020595247337
H2Otm,-18.192620054212277
H2tm,0.0
HCO3_LPAREN_h_RPAREN_tmi,0.0
HCYStm,0.0009095852281539023
HMGCOAtm,0.0
ILEtm,0.0
LEUtm,0.0
MAL_LPAREN_na_RPAREN_tm,-1.1289582045212803
MALAKGtm,0.0
MALCITtm,0.0
MALICITtm,0.0
MALOAAtm,-9.772626883643573
METHFtm,0.0
METtm,-0.0009095852281539023
MLTHFtm,-0.0008184050369423245
NA1ATPasem,0.0
NA1Htm,0.0
NA1tm,0.0
NADHtm,0.0
NADtm,1.5543122344752192e-15
NH4tm,0.21003622198199212
O2tmr,5.965200447430919
OAAAKGtm,-1.27675647831893e-15
OAACITtm,0.0
OAAICITtm,0.0
ORNtm,0.05639428414548787
PHEMEtm,0.0
PIcm,0.0
PINA1tm,1.3591636800455458
PItm,2.4007398570920886
PMTCOAtm,0.13751704098924858
PNTORtm,0.0
PPAtm,-0.01128131881585958
PPCOAtm,0.0
PRONA1tm,0.0
PROtm,0.0
PTRCtmi,0.0
PYRtm,0.005382849171312138
SELTtm,0.0
SERNA1tm,0.0
SERtm,0.12868969866994615
SO4NA1tm,0.0
SPMDtmi,0.0
SPMDtmr,0.0
SUCFUMtmr,-0.14308324928492566
THFtm,0.0008184050369423248
THRNA1tm,0.0
THRtm,0.0
TSULtm,0.0
TYRtm,0.0
UDPtm,0.6505727357384485
URATEtm,0.0
UREAtm,0.0
UTPtm,-0.6505727357384485
VALtm,-0.05321073584695217
2DHPtn,0.0
AHCYStn,0.0
AMETtn,0.0
AMPtn,0.0
APStn,0.0
GMPtn,0.0
H2O2tn,0.0
H2Otn,0.0
NADtn,0.0
NH4tn,0.0
O2tnr,0.0
PItn,0.0
SO4tn,0.0
UDPGtni,0.0
UDPtn,0.0
ACAROtu,0.0007193556035110133
CAROtu,1.9483723922809936e-07
CHLAtu,0.0
CHLDA1tu,0.0
CHLDA2tu,0.0037860821237421767
CHLDBtu,0.006212828681301
GCAROtu,0.0010224370106496146
GGDPtu,0.0
GTHOXtu,0.0
GTHRDtu,0.0
H2Othu,-7.309132533712903
Htu,0.0
MG2tu,0.0
NADPHtu,0.0026691878972382316
NADPtu,-0.0026691878972382316
O2trhu,0.0030288656989937374
PDPtu,0.009998910805043178
PPItu,-0.009998910805043178
AAT,0.1166182156449897
ALATL,0.0
ASNTL,0.0
ASPO,1.7810193167222228
ASPOm,0.0
ASPTL,0.0
AGAT,0.0
AGATx,0.0
ASPATh,-2.059394440279432
ASPS,0.04514653137897613
ASPSE,0.0
AAPT,0.0
ACGAM6PSi,0.039356289981382665
ACGAMPM,0.039356289981382665
G6PDA,-0.039356289981382665
GF6PTA,0.0
UA4E,0.19679832479822185
UAD,0.19679832479822185
UDPACGLP,0.039356289981382665
UDPGALOR,0.0
UMPU,0.0
AAAT,0.0
AABHH,0.0
AGGPR,0.05639428414548787
AGK,0.05639428414548787
AODAA,0.0
AOTA,0.05639428414548787
AOTAm,0.0
ARGDI,0.0
ARGT,0.0
G5DH,0.017736911948984073
G5DHm,0.0
G5DHx,0.0
GACT,0.05639428414548787
GSC,0.017736911948984073
NOS,0.0
NOS1,0.0
NOS2,0.0
ORNTArm,0.0
P5CR,0.017736911948984073
P5CRm,0.0
PROTL,0.0
ARGSL,0.05639428414548787
ARGSS,0.05639428414548787
GLU5K,0.017736911948984073
OCT,0.0
OCTh,0.0
OCTm,0.05639428414548787
ASCBOR,0.000359677801755506
GTHDHu,0.0
UDPGLCURH,0.0
APOR,0.0
ASAPT,0.0
BADP,0.0
HIDP,0.0
PAO,0.0
PBAL,0.0
PPCOAOm,0.0
SPDH,0.0
BUPN,0.0
DHDH,0.0
DHPD,0.0
44MZYMMO,0.0
44MZYMOR,0.0
4MZYMCODH,0.0
4MZYMDM,0.0
4MZYMR,0.0
CADMO,0.0
CADS,0.0
CAS,0.0
CHLSTD78I,0.0
CHLSTI,0.0
CHLSTR,0.0
CMK,0.0554444169829546
CMS,0.0554444169829546
CYARTMT,0.0
CYEUOLCYCI,0.0
CYEUOLS,0.0
DDSMSTOLD,0.0
DDSMSTOLR,0.0
DSMSTOLD,0.0
DSMSTOLR,0.0
DXRI,0.0554444169829546
DXS,0.0554444169829546
FPPS,0.0
FPPSh,0.01386110424573865
GGDR,0.009998910805043178
GGPS,0.01386110424573865
GPPS,0.0
GPPSh,0.01386110424573865
HDS,0.0554444169829546
HPT,0.0
IDI,1.734723475976807e-18
IDIh,0.0
IDS1,0.04158331273721595
IDS2,0.013861104245738649
LNS14DM,0.0
LS,0.0
LTHSTRLOR,0.0
MCS,0.0554444169829546
MERGTROLR,0.0
MPQMT,0.0
OBFOOLOR,0.0
PSPPS,0.0
SMO,0.0
SS,0.0
TCYD,0.0
TCYG,0.0
TMTB,0.0
TMTD,0.0
TMTG,0.0
VITD3S,0.0
ZYMSTR,0.0
3OACOAR,0.07365400637658932
3OACOAS,0.07365400637658932
COA1819ZD9DS,0.06639232874938086
ECOAH8,0.07365400637658932
ECOAR,0.07365400637658932
FACOAE160,0.051059435197974345
FACOAE180,0.007261677627208457
FACOAE1819Z,0.026149049480060672
FACOAE1829Z12Z,0.0
FACOAE1836Z9Z12Z,0.0
FACOAE1839Z12Z15Z,0.0
LNLCCOAOR,0.0
APLh,0.0
APLm,0.0
BCACT,0.009485632928870027
BCOR,-0.14700267391811392
BNOR,0.0
BNORh,0.0
BTS,0.0
BTS_LPAREN_nadph_RPAREN_,0.0
HBCHL,0.14700267391811392
HBCHLm,0.0
HBCHLR,0.0
HBCO,0.0
HBCO_LPAREN_nadp_RPAREN_,0.14700267391811392
HBCO_LPAREN_nadp_RPAREN_m,0.0
HBCOm,0.0
HBNOm,0.0
HBNOx,0.0
SSNOh,0.0
SSNOm,0.0
ALAAT,0.0
FBA3hi,1.6264893777334912
GAPDH_LPAREN_nadp_RPAREN_hi,1.2544259918153553
HCO3Ehi,9.684129342628335
HCO3E,1.689791820001938
HCO3Em,-0.11980176394352407
MDH_LPAREN_nadp_RPAREN_hi,0.0
MDHCm,0.0
PPC,0.0
PPDKh,0.02728755684459089
PRUK,0.0
RBPCh,0.0
SBP,1.6264893777334912
ASPATm,-0.06340747979803625
MDHC_LPAREN_nadp_RPAREN_hr,-10.559979870116798
ANXANASCOR,-0.00037860821237421685
ANXANOR,0.0
BCAROH,0.0004921906760864818
BCAROKT,0.0
BCRPTXANH,0.0004921906760864818
CHYA1,0.0
CHYA2,0.0007193556035110133
CXHY,0.0007193556035110133
LCYA,0.0009086597096981217
LCYB,0.0010224370106496146
LCYD,0.0009086597096981217
LCYE,0.0
LCYG,0.0010224370106496146
LUTH,0.00024609533804324107
NEOXANS,0.00020823451680581932
NOR,0.0019310967203477363
PDS1,0.0019310967203477363
PDS2,0.0019310967203477363
PSY,0.0019310967203477363
VIOXANOR,-0.0003407473911367951
ZAXANOR,0.0
ZDS,0.0019310967203477363
ZHY,0.0
ETF,0.0
ETFQO,0.0
3SPYRSPh,0.0
3SPYRSPm,0.0
ACSERSULL,0.0
ACSERSULLh,0.0
ACSERSULLm,0.0
CYSTAm,0.0
SHSL1h,0.0
SHSL2h,0.0
SHSL4h,0.0
AATC,0.0
AATCm,0.0
AATG,0.0
AATGm,0.0
CTINBL,0.0
CYSATm,0.0
CYSAT,0.0
CYSDO,0.0
CYSS,0.0
CYSS_LPAREN_trdrd_RPAREN_,0.0
CYSTBL,0.0018191704563060586
CYSTL,0.0
SAT,0.0
SATm,0.0
CITALALDOR,0.0
CITALDM,0.0
CITALMO,0.0
CITALOR,0.0
DDMCITALOR,0.0
DMCITALDM,0.0
DMCITALOR,0.0
LIDOAMH,0.0
LIDODM,0.0
LIDOMO,0.0
MEGLYXYLAMH,0.0
56DH5FLURAAMH,0.0
5FLURAOR,0.0
5FLURAPRT,0.0
6MPURPRT,0.0
6TINS5MPOR,0.0
6TXAN5MPAML,0.0
AFLBURPPAAMH,0.0
CYTP450R,0.0
TEGAMO,0.0
TGUAPRT,0.0
3HAD100,0.0
3HAD120,0.0
3HAD140,0.0
3HAD160,0.0
3HAD180,0.0
3HAD181,0.021605826980175998
3HAD40,0.0
3HAD60,0.0
3HAD80,0.0
3OAR100,0.0
3OAR120,0.0
3OAR140,0.0
3OAR160,0.0
3OAR180,0.0
3OAR181,0.021605826980175998
3OAR40,0.0
3OAR60,0.0
3OAR80,0.0
3OAS100,0.0
3OAS120,0.0
3OAS140,0.0
3OAS160,0.0
3OAS180,0.0
3OAS181,0.021605826980175998
3OAS60,0.0
3OAS80,0.0
ACCOAC,0.0
ACOATA,0.0
ACP1619ZD9DS,0.021906649351221025
ACP1819ZD9DS,0.0
BTNC,0.0
EAR100x,0.0
EAR100y,0.0
EAR120x,0.0
EAR120y,0.0
EAR140x,0.0
EAR140y,0.0
EAR160x,0.0
EAR160y,0.0
EAR180x,0.0
EAR181x,0.021605826980176004
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR60x,0.0
EAR60y,0.0
EAR80x,0.0
EAR80y,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA180ACPHi,0.0
FA1819ZACPH,0.0
FA181ACPHi,0.0201371904161843
FA80ACPHi,0.0
KAS14,0.0
MCOATA,0.021605826980175998
ACACT2m,0.1375170409892439
ACACT3m,0.1375170409892439
ACACT4m,0.1375170409892439
ACACT5m,0.1375170409892439
ACACT6m,0.1375170409892439
ACACT7m,0.13751704098924858
ACOAR2m,0.1375170409892439
ACOAR3m,0.1375170409892439
ACOAR4m,0.1375170409892439
ACOAR5m,0.1375170409892439
ACOAR6m,0.1375170409892439
ACOAR7m,0.13751704098924858
ECOAH2m,0.1375170409892439
ECOAH3m,0.1375170409892439
ECOAH4m,0.1375170409892439
ECOAH5m,0.1375170409892439
ECOAH6m,0.1375170409892439
ECOAH7m,0.13751704098924858
HACD2m,0.1375170409892439
HACD3m,0.1375170409892439
HACD4m,0.1375170409892439
HACD5m,0.1375170409892439
HACD6m,0.1375170409892439
HACD7m,0.13751704098924858
AACP1819ZS,0.026149049480060672
AACPS1,0.0
AACPS3,0.05105982487245264
AACPS4,-4.3298697960381105e-14
AACPS5,0.0
AACPS6,0.0
ACACT1,0.0
ACACT2,0.0
ACACT3,0.0
ACACT4,0.0
ACACT5,0.0
ACACT6,0.0
ACACT7,0.0
ACOA100OR,0.0
ACOA120OR,0.0
ACOA140OR,0.0
ACOA160OR,0.0
ACOA40OR,0.0
ACOA60OR,0.0
ACOA80OR,0.0
CACOAL,0.005119223919788064
CYTP450Rh,0.0
ECOAH1,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
FACOAL160,0.0
FAH120,0.0
FAH140,0.0
FAH160,0.0
FAH1819Z,0.0
FAH1829Z12Z,0.0
HACD1,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,0.0
HACD7,0.0
LNLCCOAL,0.0
LNLNCACOAL,0.0
LNLNCGCOAL,0.0
PACOAL,0.0051082289130770725
10FTHFGLULL,0.0
10FTHFGLULLm,0.0
ADCL,0.0
ADCS,0.0
AKP1,0.0
DHFOR,0.0
DHFS,0.0
DHNPAr,0.0
DHPS,0.0
DNMPPA,0.0
DNTPPA,0.0
FOLD3,0.0
GTPCI,0.0
HPPK,0.0
THFGLUH,0.0
THFGLUS,0.0
THFOR1,0.0
THFOR2,0.0
AF1PT,0.0
AGAKI,0.005220833333333333
AM6PT,0.0
AM6PTh,0.0
BFBP,0.0
BFBPh,0.0
F2PP,0.0
FBPPH,0.0
FPGPL,0.0
GAMPG,0.17710330491622198
MAKI,-0.005220833333333333
MPAKI,-0.17710330491622198
MPPM,0.17710330491622198
PFK26,0.0
SBTRh,0.0
AGMIS,0.0
EMGH,0.0
GALK,0.0
GALKh,0.0
GALO,0.0
GGGH,0.0
GRGT,0.0
IAGT,0.0
LCGH,0.0
MGHA,0.0
MGHB,0.0
MLGH,0.0
MTGH,0.0
OAGMIG,0.0
RFH,0.0
RGH,0.0
SFH,0.0
SGHA,0.0
SGHB,0.0
SYGH,0.0
UG4E,0.28656953783173217
ARGD,0.0
ARGDh,0.0
GAL,0.0
GAM,0.0
GDR,0.007225838813307757
GDR_LPAREN_nadp_RPAREN_,0.0
GDR_LPAREN_nadp_RPAREN_h,0.0554444169829546
GDR_LPAREN_nadp_RPAREN_m,0.0
GDRh,0.0
GDRm,0.0
GLNTL,0.0
GLUS_LPAREN_ferr_RPAREN_,0.055930807505556984
GLUTL,0.0
PRDPARh,0.0
GDHm,0.0
GCL,0.0
GTHS,0.0
GALh,2.514689399041222
GALm,0.11980176394352407
GLUS,0.0
GDH,0.0
GDH_LPAREN_nadp_RPAREN_,0.0
GTHAMPOR,-0.007225838813307757
GTHAMPORh,0.0
GTHAMPORm,0.0
GTHP,0.0
GTHPDSOR,-0.0554444169829546
ACOADAGAT16018111Z160,0.0004988566232240747
ACOADAGAT16018111Z180,0.0004826124093405186
ACOADAGAT16018111Z18111Z,0.00048374679194546864
ACOADAGAT16018111Z1819Z,0.0004837467919454677
ACOADAGAT16018111Z1835Z9Z12Z,0.00048602594875843565
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.00048717074533311845
ACOADAGAT1601819Z160,0.0004988566232240747
ACOADAGAT1601819Z180,0.0004826124093405186
ACOADAGAT1601819Z18111Z,0.00048374679194546864
ACOADAGAT1601819Z1819Z,0.00048374679194546864
ACOADAGAT1601819Z1835Z9Z12Z,0.00048602594875843565
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.00048717074533311845
ACOADAGAT1801819Z160,0.0004826124093405186
ACOADAGAT1801819Z180,0.0004673927501293101
ACOADAGAT1801819Z18111Z,0.00046845663428515317
ACOADAGAT1801819Z1819Z,0.00046845663428515317
ACOADAGAT1801819Z1835Z9Z12Z,0.00047059367171530366
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.0004716668431245913
ACOADAGAT18111Z18111Z160,0.00048374679194546864
ACOADAGAT18111Z18111Z180,0.00046845663428515317
ACOADAGAT18111Z18111Z18111Z,0.0004695253727383794
ACOADAGAT18111Z18111Z1819Z,0.0004695253727383794
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.0004716721945223066
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.00047275029626556766
ACOADAGAT18111Z1819Z160,0.00048374679194546864
ACOADAGAT18111Z1819Z180,0.00046845663428515317
ACOADAGAT18111Z1819Z18111Z,0.0004695253727383794
ACOADAGAT18111Z1819Z1819Z,0.0004695253727383794
ACOADAGAT18111Z1819Z1835Z9Z12Z,0.0004716721945223066
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,0.00047275029626556766
